,formation,country,reference,label,age,strat_m,d13C,d18O,87Sr/86Sr_primary
8407,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.361,4416.8,1.56,-0.91,
8408,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.334,4417.8,1.56,-1.66,
8409,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.331,4417.9,4.67,0.67,
8410,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.31,4418.7,1.44,-1.48,
8411,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.294,4419.3,4.36,-0.3,
8412,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.28,4419.8,1.59,-2.35,
8413,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.272,4420.1,1.61,-1.62,
8414,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.267,4420.3,1.99,-3.82,
8415,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.259,4420.6,3.71,-11.82,
8416,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.251,4420.9,3.41,-11.78,
8417,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.25,4420.9,4.44,0.03,
8418,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.236,4421.4,3.56,-11.7,
8419,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.234,4421.5,1.58,-1.81,
8420,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.223,4421.9,2.39,-2.16,
8421,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.202,4422.7,4.09,-0.38,
8422,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.195,4423.0,3.25,-12.04,
8423,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.188,4423.2,1.39,-1.6,
8424,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.186,4423.3,2.31,-1.69,
8425,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.18,4423.5,-3.23,-12.11,
8426,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.177,4423.6,1.65,-0.94,
8427,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.169,4423.9,4.15,-0.36,
8428,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.132,4425.3,2.45,-0.64,
8429,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.126,4425.5,1.24,-3.71,
8430,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.126,4425.5,5.22,-11.74,0.70603
8431,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.123,4425.6,3.9,-0.46,
8432,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.096,4426.6,2.02,-3.44,
8433,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.093,4426.7,3.94,-11.83,
8434,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.08,4427.2,4.28,-0.28,
8435,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.064,4427.8,1.89,-7.88,
8436,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.032,4429.0,2.5,-0.99,
8437,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.024,4429.3,4.02,-0.44,
8438,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,718.013,4429.7,2.69,-3.89,
8439,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.994,4430.4,2.09,-2.54,
8440,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.98,4430.9,4.16,0.22,
8441,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.959,4431.7,2.19,-2.56,
8442,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.926,4432.9,3.85,-4.62,
8443,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.913,4433.4,1.76,-10.11,
8444,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.894,4434.1,3.75,-3.23,
8445,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.848,4435.8,-1.47,-12.24,
8446,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.84,4436.1,1.2,-1.16,
8447,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.818,4436.9,2.12,-9.63,
8448,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.818,4436.9,-0.04,-12.05,
8449,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.813,4437.1,3.54,-0.18,
8450,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.808,4437.3,1.53,-2.37,
8451,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.795,4437.8,1.52,-12.16,
8452,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.786,4438.1,-0.94,-12.05,
8453,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.77,4438.7,1.83,-1.88,
8454,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.751,4439.4,3.83,-2.44,
8455,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.743,4439.7,2.52,-6.66,
8456,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.721,4440.5,2.21,-3.46,
8457,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.699,4441.3,3.68,-1.14,
8458,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.697,4441.4,1.9,-11.16,
8459,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.689,4441.7,1.93,-3.05,
8460,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.651,4443.1,4.05,-2.41,
8461,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.651,4443.1,2.45,-2.57,
8462,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.651,4443.1,2.05,-11.6,
8463,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.645,4443.3,-1.57,-9.28,
8464,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.616,4444.4,2.24,-2.62,
8465,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.602,4444.9,3.53,-1.56,
8466,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.602,4444.9,3.88,-0.38,
8467,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.559,4446.5,3.93,-0.4,
8468,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.543,4447.1,3.03,-2.62,
8469,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.527,4447.7,2.83,-4.28,
8470,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.513,4448.2,3.19,-2.72,
8471,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.483,4449.3,3.12,-1.66,
8472,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.483,4449.3,3.82,-0.97,
8473,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.327,4455.1,2.26,-2.52,
8474,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.302,4456.0,2.94,-0.69,
8475,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.284,4456.7,2.23,-2.64,
8476,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.265,4457.4,2.96,-0.55,
8477,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.224,4458.9,3.21,-0.49,
8478,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.221,4459.0,2.47,-1.77,
8479,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.176,4460.7,2.87,-2.06,
8480,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.17,4460.9,2.33,-3.47,
8481,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.146,4461.8,2.78,-1.14,
8482,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.143,4461.9,1.75,-2.49,
8483,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.1,4463.5,2.22,-2.06,
8484,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.059,4465.0,1.98,-0.08,
8485,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.057,4465.1,2.09,-2.23,
8486,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.038,4465.8,2.26,-2.66,
8487,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.016,4466.6,2.46,-1.5,
8488,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,717.0,4467.2,2.12,-2.29,
8489,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,4467.6,2.99,-0.02,
8490,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8491,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8492,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8493,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8494,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8495,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8496,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8497,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8498,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8499,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8500,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8501,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8502,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8503,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8504,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8505,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8506,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8507,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8508,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8509,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8510,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8511,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8512,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8513,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8514,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8515,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8516,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8517,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8518,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8519,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8520,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8521,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8522,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8523,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8524,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8525,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8526,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8527,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8528,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8529,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8530,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8531,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8532,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8533,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8534,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8535,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8536,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8537,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8538,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8539,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8540,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8541,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8542,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8543,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8544,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8545,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8546,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8547,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8548,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8549,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8550,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8551,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8552,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8553,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8554,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8555,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8556,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8557,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8558,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8559,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8560,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8561,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8562,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8563,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8564,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8565,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8566,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8567,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8568,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8569,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8570,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8571,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8572,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8573,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8574,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8575,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8576,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8577,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8578,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8579,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8580,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8581,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8582,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8583,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8584,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8585,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8586,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8587,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8588,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8589,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8590,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8591,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8592,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8593,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8594,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8595,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8596,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8597,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8598,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8599,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8600,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8601,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8602,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8603,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8604,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8605,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8606,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8607,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8608,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8609,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8610,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8611,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8612,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8613,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8614,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8615,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8616,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8617,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8618,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8619,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8620,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8621,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8622,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8623,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8624,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8625,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
8626,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,,,,,
